chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.49483296,2533.203253219407,2860.1276347863463,6026.005951503537,0.11525648584905661,-446.37335,54.150272,14.939608,0.05632353,0.6927701,1.6955813,-2.0398078,-5.574166,-7.165848,-4.1698346,-2.9424753,-2.9782798,-1.468232,-0.9908688,-1.399751,-1.0156221,-3.4743023,-2.8762226,-6.769721,-3.6128047,neg
0.42484942,2265.6866279827177,1659.7773451218336,4083.826718087924,0.1661756267655367,-315.62488,82.08681,-41.632,29.686493,-22.326529,-2.36507,-27.016905,-14.369823,-1.6526397,-5.4432,-3.251719,-8.890211,3.2162955,-8.603432,-7.4435606,-7.071532,-2.4529502,-4.423008,-3.730522,-2.0407076,neg
0.5030912,1678.555565315962,1634.115254780721,3305.6789822048613,0.09764117959104938,-391.09875,106.252884,-1.4565173,16.670723,-19.450222,-1.4062645,-8.150781,-3.6905665,-5.092898,-5.1857,-8.226799,-11.930091,-3.7210844,-4.8894005,-1.4990383,-6.585615,-4.2291107,-5.2534347,-4.0705543,-3.5551803,neg
0.488463,2046.1462476228348,1652.067384314656,3875.056802567525,0.13849275675251257,-252.26837,116.47448,-60.60633,25.637892,-32.001915,19.903702,-20.342667,-7.462351,-2.3209956,-13.634107,-4.0310855,-13.187023,-8.017472,-14.747075,-4.6314454,-16.523369,-8.185116,-3.795223,-2.9155612,-3.208068,neg
0.34424284,2820.2931404474734,1862.7346153666817,4651.347799862132,0.22391684538398693,-328.3378,55.56469,-6.7625165,15.409597,-18.324682,15.031492,-18.440983,-0.98104596,-16.383144,-0.87389874,-12.9254465,-11.106889,-8.5557575,-4.889555,-1.5067823,-7.654562,3.6219773,-7.650508,-10.0125475,-3.8075829,neg
0.37388206,1830.454047283766,1302.7116545815236,3200.934307391827,0.15206204927884615,-455.68613,44.716347,-28.876064,16.92652,-22.870804,2.376543,-5.2479596,-9.494509,-15.523681,-9.518417,-7.288648,-12.84289,3.5104108,-3.7659254,-7.0271883,-1.4672799,-3.88632,-5.538657,-0.44271424,-4.3360734,neg
0.21112287,996.5045097337836,790.7280272466984,1812.6727294921875,0.06209019252232143,-455.1436,39.12271,-21.033178,-2.7274632,-14.867566,5.1553,-3.979647,-3.7053492,-10.128962,-5.7816396,-3.606271,-7.70734,1.1824518,-6.350837,-2.8038096,-3.32239,-2.3190758,-1.4861708,-3.1380703,0.30606374,neg
0.50664586,4047.9227543961465,2850.578242340941,7547.063539566532,0.3331033686155914,-567.6729,20.418314,-2.9885147,2.3760598,1.0718656,-0.21593706,-5.818171,-8.355484,-12.023022,0.10748767,-1.3899873,-6.2760744,0.32691544,2.7405963,-5.3730516,2.9734113,-6.846972,1.0255811,-2.856878,-1.8804901,neg
0.39093113,2428.9110923979883,1704.120860099707,4308.932674632353,0.19811635591736695,-422.57056,44.32845,-29.930426,24.140738,-17.65888,12.564079,-22.982033,-6.0146875,-13.229035,1.9171108,-5.6155686,-8.144303,3.713685,-0.58885294,1.7863564,-7.869983,-1.5344787,-6.680982,0.6910288,-5.461649,neg
0.47431362,3421.8085311746195,2817.166254308088,6822.329393073694,0.21849347014925374,-312.47067,27.389086,-11.932231,0.25648388,-2.257221,8.496851,-4.977495,-6.85029,-8.171897,-2.0623753,1.0168294,-5.312657,-0.6712302,-2.6827326,-4.4577913,2.2006922,-2.9053376,0.5634938,-0.6785136,-2.7849536,neg
0.3693308,2358.695447688876,1833.4885570319434,4160.394287109375,0.2107261739751344,-370.46698,45.592888,-35.33656,-3.078481,-21.294628,2.5161366,-2.3446784,-2.2357385,-7.2873445,2.8323457,-4.317644,-2.6970196,2.3823946,-5.2880545,-5.7664833,-1.9274741,2.028711,-4.2174044,-2.284728,-0.13366018,neg
